"","GANG_PRESENCE","gang_affiliated_crime","graffiti","child_maltreatment","developmental_trauma","exposure_to_violence_and_racial_prejudice","community_disorganization","presence_of_illegal_firearms","school_violence_and_low_graduation","youth_with_disabilities","poverty","substance_abuse","GANG_PRESENCE_percentile","gang_affiliated_crime_percentile","graffiti_percentile","child_maltreatment_percentile","developmental_trauma_percentile","exposure_to_violence_and_racial_prejudice_percentile","community_disorganization_percentile","presence_of_illegal_firearms_percentile","school_violence_and_low_graduation_percentile","youth_with_disabilities_percentile","poverty_percentile","substance_abuse_percentile","GANG_PRESENCE_score"
"1",0.317060647705045,0.0381548836303438,0.118976639982891,0.135278713608213,0.202350089056006,0.123643462025364,0.338397460996729,0.0107326459895478,0.290526956805967,0,0.437177294184637,0.257655352658403,0.661157024793388,0.615702479338843,0.760330578512397,0.528925619834711,0.830578512396694,0.723140495867769,0.764462809917355,0.297520661157025,0.305785123966942,0,0.847107438016529,0.855371900826446,"60"
"2",0.51122080680814,1,0.244248148273663,0.176361115769315,0.310701789141655,0.182578032378639,0.408980438197413,0.0735475266301554,0.333707949095697,0,0.0496627259120298,0.306657613172917,0.892561983471074,1,0.921487603305785,0.640495867768595,0.954545454545455,0.888429752066116,0.859504132231405,0.636363636363636,0.632231404958678,0,0.119834710743802,0.909090909090909,"80"
"3",0.453301622639702,0.059074632491519,0.349005597153264,0.0412770899578287,0.217020881209748,0.34423987841534,0.51204572219729,0.328309146877748,0.431623591592826,0,0.124135449417787,0.341567778779191,0.847107438016529,0.694214876033058,0.954545454545455,0.214876033057851,0.863636363636364,0.971074380165289,0.946280991735537,0.958677685950413,0.946280991735537,0,0.371900826446281,0.921487603305785,"80"
"4",0.328329413429669,0,0.0318271415442777,0.192675634483661,0.239852567610252,0.158990347674667,0.217714725831842,0.0751677929480991,0.459260119274684,0.413409402695817,0.127465383672044,0.102320039415197,0.669421487603306,0,0.396694214876033,0.706611570247934,0.896694214876033,0.809917355371901,0.574380165289256,0.648760330578512,0.975206611570248,0.838842975206612,0.388429752066116,0.479338842975207,"60"
"5",0.284525870824047,0.0265779744946412,0.0775459898486013,0.168052511749093,0.140357570918727,0.173075488139591,0.229917956948812,0.0473028450459006,0.409995383639113,0.0640519568151147,0.266318591449579,0.159751690310261,0.603305785123967,0.545454545454545,0.636363636363636,0.62396694214876,0.685950413223141,0.863636363636364,0.611570247933884,0.557851239669422,0.888429752066116,0.202479338842975,0.685950413223141,0.677685950413223,"50"
"6",0.23972788108787,0,0.0789849723109345,0.15264187785969,0.175633815278602,0.158407178494303,0.218251426967695,0.0756695708292998,0.418672035171102,0.0851215162785958,0.0412266464167502,0.096797911999384,0.553719008264463,0,0.644628099173554,0.578512396694215,0.768595041322314,0.801652892561983,0.582644628099174,0.65702479338843,0.917355371900826,0.293388429752066,0.103305785123967,0.458677685950413,"50"
"7",0.869965225630158,0.263427200910231,0.871129098317499,0.137795120879563,0.329226626844058,0.847044334975369,0.627986483066283,0.197318007662835,0.354359721554336,0.542606856538577,0.167714421821575,0.842270215708491,0.995867768595041,0.958677685950413,1,0.541322314049587,0.966942148760331,0.995867768595041,0.975206611570248,0.913223140495868,0.760330578512397,0.942148760330578,0.5,0.995867768595041,"90"
"8",0.724474376284306,0.275458731721035,0.23586020013734,0.023819738878794,0.227456859601219,0.895032051282051,0.835716760435067,0.463948354111986,0.349666204967067,0.068843244923332,0.275705626149276,0.679961144346343,0.987603305785124,0.962809917355372,0.913223140495868,0.18595041322314,0.87603305785124,1,0.995867768595041,0.979338842975207,0.723140495867769,0.235537190082645,0.710743801652893,0.991735537190083,"90"
"9",0.189828168781313,0.0242662826795488,0.0360098177865701,0.0240905400229087,0.0354645979410639,0.0421298124191963,0.224164313914657,0.0317699019129681,0.412949484306693,0.0584808631886985,0.0933511127639048,0.227404182584241,0.367768595041322,0.528925619834711,0.429752066115702,0.190082644628099,0.272727272727273,0.347107438016529,0.590909090909091,0.458677685950413,0.896694214876033,0.190082644628099,0.28099173553719,0.805785123966942,"30"
"10",0.649239794716007,0.0963601709244059,0.42691673540869,0.294693080791639,0.264077240259064,0.341703340057117,0.622550697622828,0.198437462640174,0.34397412513485,0.180619075124868,0.68859981779501,0.434300312240835,0.962809917355372,0.78099173553719,0.962809917355372,0.896694214876033,0.921487603305785,0.966942148760331,0.971074380165289,0.917355371900826,0.673553719008264,0.5,0.950413223140496,0.975206611570248,"90"
