"","GANG_PRESENCE","gang_affiliated_crime","graffiti","child_maltreatment","developmental_trauma","exposure_to_violence_and_racial_prejudice","community_disorganization","presence_of_illegal_firearms","school_violence_and_low_graduation","youth_with_disabilities","poverty","substance_abuse","GANG_PRESENCE_percentile","gang_affiliated_crime_percentile","graffiti_percentile","child_maltreatment_percentile","developmental_trauma_percentile","exposure_to_violence_and_racial_prejudice_percentile","community_disorganization_percentile","presence_of_illegal_firearms_percentile","school_violence_and_low_graduation_percentile","youth_with_disabilities_percentile","poverty_percentile","substance_abuse_percentile","GANG_PRESENCE_score"
"1",0.281469594191107,0.019600600976587,0.186276330062808,0.0515714237805454,0.0941112641375569,0.15419655931834,0.237599752346636,0,0.329772870436375,0,0.22097469014518,0.330839990908754,0.545454545454545,0.528925619834711,0.834710743801653,0.392561983471074,0.619834710743802,0.793388429752066,0.62396694214876,0,0.528925619834711,0,0.603305785123967,0.888429752066116,"50"
"2",0.577618084417763,1,0.257338383532041,0.0525463792146458,0.117821782178218,0.202278603602127,0.421013285336639,0.0544504551261578,0.38459805064457,0.290462536648736,0.0582826771791019,0.360419035986525,0.917355371900826,1,0.900826446280992,0.40495867768595,0.702479338842975,0.851239669421488,0.87603305785124,0.508264462809917,0.805785123966942,0.607438016528926,0.152892561983471,0.921487603305785,"90"
"3",0.597119088043123,0.0611842105263158,0.426276381742676,0.0513816526559121,0.240420357825256,0.361802150423366,0.494979575454591,0.268026967170401,0.412234997995235,0.17771720992324,0.122577845955524,0.686273377768787,0.925619834710744,0.772727272727273,0.971074380165289,0.388429752066116,0.942148760330578,0.966942148760331,0.942148760330578,0.917355371900826,0.90495867768595,0.417355371900826,0.392561983471074,0.979338842975207,"90"
"4",0.324209211702267,0,0.0204888202308409,0.0772435498994871,0.0362188275231754,0.101835508632541,0.198932156317345,0.0679103016059538,0.428660743018869,0.659013190034196,0.151601027041685,0.110234842142295,0.636363636363636,0,0.268595041322314,0.520661157024793,0.37603305785124,0.599173553719008,0.516528925619835,0.553719008264463,0.925619834710744,0.933884297520661,0.454545454545455,0.528925619834711,"60"
"5",0.33357237854822,0.0280807174887892,0.129839987701002,0.142746060978105,0.179503736920777,0.128663927877222,0.263221767119828,0.0815470852017937,0.384048028165518,0.0652511714616819,0.311344543821463,0.187664711446105,0.661157024793388,0.607438016528926,0.714876033057851,0.756198347107438,0.867768595041322,0.71900826446281,0.690082644628099,0.615702479338843,0.797520661157025,0.206611570247934,0.747933884297521,0.743801652892562,"60"
"6",0.284125473975466,0.0451152737752161,0.108736547213211,0.0233132384591086,0.146705091258405,0.112007476684896,0.241193669944864,0.0884546109510086,0.403664214100525,0.323239322604669,0.0435463042684606,0.103085872627108,0.553719008264463,0.681818181818182,0.681818181818182,0.227272727272727,0.814049586776859,0.65702479338843,0.640495867768595,0.632231404958678,0.888429752066116,0.640495867768595,0.0950413223140496,0.483471074380165,"50"
"7",0.907894342199236,0.0203100674623767,0.928326504378906,0.1292827130301,0.0479847777201176,0.714980731829063,0.622403570427508,0.670285742086144,0.397095156357284,0.495542352028827,0.231490525623436,0.697193322725704,0.991735537190083,0.533057851239669,1,0.710743801652893,0.466942148760331,0.991735537190083,0.975206611570248,0.991735537190083,0.855371900826446,0.847107438016529,0.628099173553719,0.987603305785124,"90"
"8",0.906543443223862,0.169304253785148,0.259083632991393,0.0731919904624617,0.2,0.87380573063237,0.865629788234591,0.827775775054074,0.394697390985376,0.174849930737263,0.329377511934024,0.779998342949805,0.987603305785124,0.929752066115702,0.90495867768595,0.504132231404959,0.900826446280992,1,0.995867768595041,1,0.84297520661157,0.400826446280992,0.764462809917355,0.991735537190083,"90"
"9",0.386983769450669,0,0.0361065703268979,0.124849828688827,0,0.0435331492059287,0.22056075184196,0.058641975308642,0.400782954569311,0.999720668798705,0.0616956205639167,0.239944772527757,0.739669421487603,0,0.388429752066116,0.698347107438017,0,0.326446280991736,0.590909090909091,0.533057851239669,0.884297520661157,0.995867768595041,0.169421487603306,0.818181818181818,"70"
"10",0.914040036086725,0.085304054054054,0.68922946143286,0.189815425833961,0.255826794536472,0.493098675300668,0.701738438207417,0.450945401046208,0.391895930606934,0.485641585768443,0.557257227541601,0.686811781343224,0.995867768595041,0.838842975206612,0.991735537190083,0.863636363636364,0.954545454545455,0.983471074380165,0.983471074380165,0.966942148760331,0.830578512396694,0.826446280991736,0.921487603305785,0.983471074380165,"90"
"11",0.370789749362906,0.0517007926023778,0.346235839739612,0.0472695241835811,0.0407162777043887,0.0887020338595955,0.380524566478544,0.226483377366799,0.392172411438556,0,0.21057482223851,0.315372388769931,0.706611570247934,0.731404958677686,0.950413223140496,0.380165289256198,0.392561983471074,0.541322314049587,0.834710743801653,0.892561983471074,0.834710743801653,0,0.574380165289256,0.87603305785124,"70"
"12",0.493319990808895,0.0970551766893986,0.35995581161057,0.102966641045259,0.20680581387339,0.106563354355987,0.342928709481036,0.0234875490803885,0.462432038875398,0.291305892432971,0.381733315342593,0.375864635753927,0.838842975206612,0.863636363636364,0.958677685950413,0.607438016528926,0.909090909090909,0.611570247933884,0.785123966942149,0.347107438016529,0.950413223140496,0.615702479338843,0.830578512396694,0.925619834710744,"80"
"13",0.566485470526209,0.0528528021607022,0.244293852701054,0.173423867360944,0.127556455848151,0.212801099779438,0.358170636389143,0.192507877560207,0.46473900376608,0.573132335424743,0.311146113008924,0.42940833776982,0.896694214876033,0.735537190082645,0.884297520661157,0.851239669421488,0.735537190082645,0.87603305785124,0.805785123966942,0.855371900826446,0.962809917355372,0.880165289256198,0.743801652892562,0.946280991735537,"80"
"14",0.410069724634851,0,0.23172276677363,0.0428183982538822,0.0387782204515272,0.218225987271199,0.530410360911827,0.0727091633466136,0.390859821292985,0.438605130041631,0.0533243958613687,0.29110249003659,0.760330578512397,0,0.871900826446281,0.34297520661157,0.384297520661157,0.884297520661157,0.958677685950413,0.574380165289256,0.826446280991736,0.793388429752066,0.132231404958678,0.871900826446281,"70"
"15",0.56791914269903,0.0685020420070012,0.457860016267066,0.36784894031005,0.138350836250486,0.30926601918528,0.366357543484282,0.286035953908985,0.473085931438811,0,0.327295780629915,0.35305044039013,0.90495867768595,0.801652892561983,0.983471074380165,0.987603305785124,0.776859504132231,0.954545454545455,0.818181818181818,0.925619834710744,0.966942148760331,0,0.756198347107438,0.90495867768595,"90"
"16",0.518446703903486,0,0.497386190927701,0.206779176687175,0.133909287257019,0.267001921869371,0.345207784353387,0.177125115705029,0.475194071672406,0.21045314769682,0.349649061566226,0.22196189488579,0.871900826446281,0,0.987603305785124,0.884297520661157,0.756198347107438,0.93801652892562,0.793388429752066,0.826446280991736,0.971074380165289,0.479338842975207,0.797520661157025,0.809917355371901,"80"
"17",0.495261050896804,0.127147208121827,0.214392253551992,0.155030270924934,0.136270727580372,0.109746927741115,0.317110489407959,0.184619289340101,0.327433845812817,0.627835510180802,0.339616885875471,0.222213827463205,0.847107438016529,0.892561983471074,0.851239669421488,0.789256198347107,0.768595041322314,0.644628099173554,0.756198347107438,0.84297520661157,0.512396694214876,0.925619834710744,0.78099173553719,0.814049586776859,"80"
"18",0.622627237010382,0.127822004490712,0.396738630059253,0.359978427338436,0.136993944342383,0.164252130978718,0.457503838788307,0.129369514186569,0.353207180501528,0.436248168050806,0.676895901257416,0.199461340352227,0.946280991735537,0.896694214876033,0.962809917355372,0.983471074380165,0.772727272727273,0.814049586776859,0.917355371900826,0.772727272727273,0.636363636363636,0.789256198347107,0.946280991735537,0.764462809917355,"90"
