"","PARENT_AWARENESS","child_maltreatment","prop_single_mothers","teen_mothers","families_in_poverty","families_unaware_of_community","drug_abuse","PARENT_AWARENESS_percentile","child_maltreatment_percentile","prop_single_mothers_percentile","teen_mothers_percentile","families_in_poverty_percentile","families_unaware_of_community_percentile","drug_abuse_percentile","PARENT_AWARENESS_score"
"1",0.644561139507382,0.25999000967695,0.41178035089496,0.692179700499168,0.444770711665609,0.303152312831639,0.263213397227456,0.818181818181818,0.723140495867769,0.479338842975207,0.900826446280992,0.880165289256198,0.433884297520661,0.909090909090909,"80"
"2",0.376332871684104,0.234067431941379,0.278957380025447,0.459234608985025,0.0851488523200443,0.279149833088259,0.224258603462785,0.557851239669422,0.685950413223141,0.285123966942149,0.702479338842975,0.28099173553719,0.409090909090909,0.867768595041322,"50"
"3",0.339577712565255,0.153935922835343,0.132641703566894,0.459234608985025,0.0873636176672279,0.226984944566585,0.271669149699333,0.487603305785124,0.512396694214876,0.0950413223140496,0.702479338842975,0.285123966942149,0.285123966942149,0.929752066115702,"40"
"4",0.323938106028509,0.0915179167972556,0.530107385200222,0.118136439267887,0.265334106120308,0.240595087432948,0.0861522677328631,0.462809917355372,0.318181818181818,0.71900826446281,0.169421487603306,0.698347107438017,0.326446280991736,0.471074380165289,"40"
"5",0.208022523914789,0.201526590804132,0.440399770786397,0.118136439267887,0.0946959541303129,0.126827842816575,0.107216468807396,0.256198347107438,0.632231404958678,0.533057851239669,0.169421487603306,0.309917355371901,0.0661157024793388,0.553719008264463,"20"
"6",0.232994141467684,0.189543957420545,0.459959983816698,0.118136439267887,0.0697741946898224,0.141962117880458,0.123462456447639,0.309917355371901,0.582644628099174,0.566115702479339,0.169421487603306,0.243801652892562,0.107438016528926,0.619834710743802,"30"
"7",0.516084477504446,0.295026348209951,0.248500241606392,0.459234608985025,0.0660082079228332,0.23328945537533,0.539736159198898,0.739669421487603,0.785123966942149,0.21900826446281,0.702479338842975,0.231404958677686,0.297520661157025,0.991735537190083,"70"
"8",0.63256473943475,0.13177392819408,0.0341403420634149,0.459234608985025,0.35232240109798,0.68491988145431,0.569486040641654,0.814049586776859,0.454545454545455,0.0247933884297521,0.702479338842975,0.818181818181818,0.966942148760331,0.995867768595041,"80"
"9",0.16745979632395,0.00150710651380301,0.140142729528714,0.124792013311148,0.140931192450446,0.206835039947972,0.259707052127441,0.190082644628099,0.111570247933884,0.0991735537190083,0.190082644628099,0.450413223140496,0.231404958677686,0.90495867768595,"10"
"10",0.780518345212953,0.301034184794269,0.703929941660949,0.692179700499168,0.319050714949102,0.314752060748031,0.382801870098358,0.913223140495868,0.805785123966942,0.896694214876033,0.900826446280992,0.760330578512397,0.450413223140496,0.971074380165289,"90"
"11",0.442326886467466,0.202400089217251,0.0371324121158051,0.692179700499168,0.297405045453975,0.322066251505002,0.239209168987325,0.65702479338843,0.636363636363636,0.0330578512396694,0.900826446280992,0.747933884297521,0.471074380165289,0.884297520661157,"60"
"12",0.524491775105721,0.403667134169843,0.268411875642219,0.692179700499168,0.237131213401896,0.236638128856456,0.302583760965916,0.752066115702479,0.933884297520661,0.260330578512397,0.900826446280992,0.665289256198347,0.309917355371901,0.942148760330578,"70"
"13",0.709922286881581,0.397294122237702,0.649100967298924,0.692179700499168,0.4411617239953,0.263587242329339,0.268201352336223,0.863636363636364,0.929752066115702,0.826446280991736,0.900826446280992,0.871900826446281,0.363636363636364,0.913223140495868,"80"
"14",0.162105839461769,0.0876937378710324,0.0506605206324739,0.124792013311148,0.0113315338967635,0.23384675182944,0.308108585387462,0.177685950413223,0.297520661157025,0.0413223140495868,0.190082644628099,0.0454545454545455,0.301652892561983,0.950413223140496,"10"
"15",0.804856828315508,0.294538058437984,0.739524760508914,0.570715474209651,0.5723087839401,0.390071820526072,0.307718797275597,0.929752066115702,0.78099173553719,0.933884297520661,0.793388429752066,0.946280991735537,0.648760330578512,0.946280991735537,"90"
