"","PARENT_AWARENESS","child_maltreatment","prop_single_mothers","teen_mothers","families_in_poverty","families_unaware_of_community","drug_abuse","PARENT_AWARENESS_percentile","child_maltreatment_percentile","prop_single_mothers_percentile","teen_mothers_percentile","families_in_poverty_percentile","families_unaware_of_community_percentile","drug_abuse_percentile","PARENT_AWARENESS_score"
"1",0.584224038380295,0.27991855935992,0.358738551523574,0.692179700499168,0.22097469014518,0.36299269572401,0.254309481497674,0.760330578512397,0.87603305785124,0.450413223140496,0.900826446280992,0.603305785123967,0.619834710743802,0.90495867768595,"70"
"2",0.344664099537141,0.0525861402348917,0.272294314956465,0.459234608985025,0.0582826771791019,0.259449510233914,0.208081551689185,0.442148760330579,0.28099173553719,0.256198347107438,0.702479338842975,0.152892561983471,0.392561983471074,0.851239669421488,"40"
"3",0.456235646026757,0.107144656960823,0.319892241958104,0.459234608985025,0.122577845955524,0.155771061706308,0.292412282355135,0.669421487603306,0.462809917355372,0.37603305785124,0.702479338842975,0.392561983471074,0.140495867768595,0.93801652892562,"60"
"4",0.320126975337419,0.17952003264671,0.531707421597864,0.118136439267887,0.151601027041685,0.19035378556376,0.118224148119762,0.388429752066116,0.71900826446281,0.793388429752066,0.169421487603306,0.454545454545455,0.231404958677686,0.59504132231405,"30"
"5",0.286746307054674,0.189727312431182,0.198816274662264,0.118136439267887,0.311344543821463,0.198242743212153,0.134917331710307,0.322314049586777,0.735537190082645,0.161157024793388,0.169421487603306,0.747933884297521,0.252066115702479,0.636363636363636,"30"
"6",0.18590783873838,0.0552187474057471,0.244021484125163,0.118136439267887,0.0435463042684606,0.249453619471865,0.0874485649088708,0.140495867768595,0.285123966942149,0.214876033057851,0.169421487603306,0.0950413223140496,0.367768595041322,0.442148760330579,"10"
"7",0.473538189123414,0.167073758011024,0.0951678075416119,0.459234608985025,0.231490525623436,0.205061673752599,0.495239193166923,0.685950413223141,0.694214876033058,0.0371900826446281,0.702479338842975,0.628099173553719,0.28099173553719,0.991735537190083,"60"
"8",0.636442721396424,0.0320311343591894,0.351532704304547,0.459234608985025,0.329377511934024,0.536801976836759,0.46194381739522,0.830578512396694,0.21900826446281,0.433884297520661,0.702479338842975,0.764462809917355,0.929752066115702,0.987603305785124,"80"
"9",0.153655325551709,0.0305048198883815,0.0461908929028182,0.124792013311148,0.0616956205639167,0.202237751960681,0.24445212066254,0.103305785123967,0.210743801652893,0.012396694214876,0.190082644628099,0.169421487603306,0.264462809917355,0.888429752066116,"0"
"10",0.66191608791078,0.200356494487319,0.204639167258704,0.692179700499168,0.557257227541601,0.312420903514725,0.377939374434689,0.859504132231405,0.752066115702479,0.173553719008264,0.900826446280992,0.921487603305785,0.5,0.966942148760331,"80"
"11",0.490130076138807,0.153856152212032,0.189079142754566,0.692179700499168,0.21057482223851,0.285165008243498,0.255307273755047,0.698347107438017,0.648760330578512,0.144628099173554,0.900826446280992,0.574380165289256,0.429752066115702,0.909090909090909,"60"
"12",0.608800592960412,0.345724864647124,0.343938799841216,0.692179700499168,0.381733315342593,0.21182147920508,0.275953911904793,0.797520661157025,0.925619834710744,0.425619834710744,0.900826446280992,0.830578512396694,0.301652892561983,0.933884297520661,"70"
"13",0.59452295551956,0.166297681005586,0.382372021083393,0.692179700499168,0.311146113008924,0.267439415744075,0.273538436583557,0.785123966942149,0.681818181818182,0.512396694214876,0.900826446280992,0.743801652892562,0.409090909090909,0.929752066115702,"70"
"14",0.236311476306628,0.157115922994902,0.178720661791632,0.124792013311148,0.0533243958613687,0.121515408276511,0.341990082926144,0.243801652892562,0.652892561983471,0.132231404958678,0.190082644628099,0.132231404958678,0.0867768595041322,0.954545454545455,"20"
"15",0.649981235968329,0.209937317227768,0.677043029871169,0.570715474209651,0.327295780629915,0.275305253867201,0.266547923899386,0.847107438016529,0.78099173553719,0.946280991735537,0.793388429752066,0.756198347107438,0.413223140495868,0.917355371900826,"80"
"16",0.800342508814689,0.293039149460636,0.52400449609194,0.968386023294509,0.349649061566226,0.420223021613444,0.224409990637403,0.925619834710744,0.880165289256198,0.78099173553719,0.991735537190083,0.797520661157025,0.78099173553719,0.871900826446281,"90"
"17",0.718631111576131,0.427082088668853,0.391740538560915,0.968386023294509,0.339616885875471,0.360338656080826,0.172790017666675,0.900826446280992,0.971074380165289,0.545454545454545,0.991735537190083,0.78099173553719,0.607438016528926,0.768595041322314,"80"
"18",0.882374191555199,0.20613694292752,0.595732057797104,0.968386023294509,0.676895901257416,0.379751316248525,0.202744692981742,0.966942148760331,0.772727272727273,0.863636363636364,0.991735537190083,0.946280991735537,0.681818181818182,0.838842975206612,"90"
"19",0.477206939612171,0.216895080260366,0.542440795696532,0.124792013311148,0.214850032501932,0.330882839127752,0.330763152149562,0.694214876033058,0.801652892561983,0.809917355371901,0.190082644628099,0.59504132231405,0.528925619834711,0.950413223140496,"60"
"20",0.896561298295929,0.218989425894596,0.665907777541292,1,0.579982335330193,0.302981773163038,0.359755391786794,0.971074380165289,0.822314049586777,0.933884297520661,1,0.929752066115702,0.466942148760331,0.958677685950413,"90"
"21",0.369160183812836,0.0988375819303479,0.419517163069289,0.264559068219634,0.241409225988438,0.168043185707282,0.177223867988016,0.483471074380165,0.446280991735537,0.586776859504132,0.487603305785124,0.652892561983471,0.161157024793388,0.789256198347107,"40"
"22",0.40286865916724,0.21300283776707,0.319322527041817,0.459234608985025,0.0854396135316196,0.246691861065815,0.250308206546725,0.570247933884298,0.793388429752066,0.371900826446281,0.702479338842975,0.264462809917355,0.359504132231405,0.896694214876033,"50"
"23",0.535040279426791,0.0113110908787806,0.589999924174141,0.613976705490849,0.345038104159676,0.206640018974407,0.155458685572209,0.731404958677686,0.152892561983471,0.851239669421488,0.847107438016529,0.789256198347107,0.293388429752066,0.706611570247934,"70"
"24",0.717765871725567,0.364123381800226,0.48044664590043,0.613976705490849,0.712954655194137,0.289207944723687,0.171184077105785,0.896694214876033,0.933884297520661,0.71900826446281,0.847107438016529,0.962809917355372,0.446280991735537,0.764462809917355,"80"
"25",0.452506072428932,0.0484224700993573,0.507782546246582,0.613976705490849,0.107586080206236,0.187486162713472,0.155482542616009,0.661157024793388,0.256198347107438,0.752066115702479,0.847107438016529,0.326446280991736,0.21900826446281,0.710743801652893,"60"
"26",0.690479525843154,0.267409741769231,0.595647429254771,0.613976705490849,0.516608601438771,0.309859903437066,0.216564244785113,0.87603305785124,0.871900826446281,0.859504132231405,0.847107438016529,0.900826446280992,0.483471074380165,0.863636363636364,"80"
"27",0.399799818484711,0.0753646878918247,0.290916878567706,0.236272878535774,0.296971888951153,0.380975552001963,0.181623380024896,0.56198347107438,0.363636363636364,0.293388429752066,0.392561983471074,0.71900826446281,0.690082644628099,0.793388429752066,"50"
"28",0.375762050103234,0.0391013080883887,0.474796329865835,0.264559068219634,0.363314442207616,0.120371784614866,0.117785659958433,0.5,0.235537190082645,0.706611570247934,0.487603305785124,0.814049586776859,0.0826446280991736,0.590909090909091,"40"
"29",0.371325169513768,0.0511411964842642,0.742960149623138,0.236272878535774,0.0373574171502756,0.0979733225466718,0.211045097358799,0.491735537190083,0.276859504132231,0.971074380165289,0.392561983471074,0.0743801652892562,0.0661157024793388,0.859504132231405,"40"
"30",0.516451940042595,0.0879401838600718,1,0.236272878535774,0.213986414267984,0.139116765687774,0.173741517489102,0.71900826446281,0.413223140495868,1,0.392561983471074,0.586776859504132,0.128099173553719,0.772727272727273,"70"
