"","GEOID","neib_name","Predicted_2019_PARENT_AWARENESS_raw_metric","Predicted_2019_PARENT_AWARENESS_metric"
"129","06085504316","San Jose - North Valley",0.334343458715336,"40"
"130","06085504317","San Jose - North Valley",0.35034394372603,"40"
"131","06085504318","San Jose - North Valley",0.49623256746075,"70"
"132","06085504319","San Jose - North Valley",0.318314618497746,"40"
"133","06085504320","Berryessa",0.249924384297142,"20"
"134","06085504321","Berryessa",0.389212498251814,"50"
"135","06085504322","San Jose - North Valley",0.445284172784956,"60"
"136","06085504323","San Jose - North Valley",0.336202701386749,"40"
"137","06085504410","Berryessa",0.440091387643914,"60"
"138","06085504411","Berryessa",0.316184510543582,"30"
"139","06085504415","Milpitas - Southeastern",0.399204098054486,"50"
"140","06085504416","Milpitas - Southeastern",0.323236798445146,"40"
"141","06085504417","Milpitas - Southeastern",0.597216985640941,"70"
"142","06085504504","Milpitas - Southwestern",0.248456164979264,"20"
"143","06085504505","Milpitas - Southwestern",0.303676440779428,"30"
"144","06085504602","North San Jose",0.368664763140737,"40"
"145","06085504802","Lakewood",0.381501537323248,"50"
"146","06085504901","North 101",0.275721245929004,"30"
"147","06085505001","North 101",0.271046612467639,"30"
"148","06085505006","North San Jose",0.401037233970417,"50"
"149","06085505007","North 101",0.274862870136561,"30"
"150","06085505008","North San Jose",0.436995368597593,"60"
"151","06085505009","North San Jose",0.384293817547057,"50"
"152","06085505100","North San Jose",0.512936552524538,"70"
"153","06085505202","Santa Clara - South 101",0.419636322322768,"60"
"154","06085505203","Rose Garden",0.106593836880068,"0"
"155","06085505700","Santa Clara - East Central",0.465509211305758,"60"
"156","06085505800","Rose Garden",0.143947543116078,"0"
"157","06085505900","Santa Clara - Southeast",0.316683843624406,"30"
"158","06085506102","Santa Clara - Southeast",0.314637669240691,"30"
"159","06085506103","Santa Clara - Southwest",0.139192269531157,"0"
"160","06085506202","West San Jose",0.341810307516713,"40"
"161","06085506203","West San Jose",0.42492004474496,"60"
"162","06085506204","West San Jose",0.386199509463968,"50"
"163","06085506301","Winchester North",0.51823367349806,"70"
"164","06085506302","Winchester North",0.37082761746137,"40"
"165","06085506304","West San Jose",0.56352579891656,"70"
"166","06085506305","West San Jose",0.623741966386517,"80"
"167","06085506401","Winchester North",0.625706620516236,"80"
"168","06085506402","Winchester North",0.508385083323369,"70"
"169","06085506501","Winchester North",0.689943217641955,"80"
"170","06085506601","San Tomas - North",0.360568552232188,"40"
"171","06085506603","San Tomas - North",0.22706738476521,"20"
"172","06085506604","San Tomas - North",0.277194995316605,"30"
"173","06085506605","San Tomas - North",0.357987429022233,"40"
"174","06085506606","Winchester West",0.357852975298171,"40"
"175","06085506701","San Tomas - South",0.150692250172293,"10"
"176","06085506702","San Tomas - South",0.189663997107797,"10"
"177","06085506801","Los Gatos - Eastern",0.135126251619041,"0"
"178","06085506802","Cambrian Park West",0.182798306835892,"10"
"179","06085506803","Cambrian Park West Central",0.222544806095149,"20"
"180","06085506804","Los Gatos - Eastern",0.157360368056229,"10"
"181","06085506900","Los Gatos - Eastern",0.130599440060899,"0"
"182","06085507002","Los Gatos - Eastern",0.089780388943215,"0"
"183","06085507205","Monte Sereno/Los Gatos - Western",0.0431052035549413,"0"
"184","06085507301","Saratoga - Southeastern",0.0872275781943569,"0"
"185","06085507401","Saratoga - Northwestern",0.146306549181715,"10"
"186","06085507402","Saratoga - Southeastern",0.168745506274355,"10"
"187","06085507807","Cupertino - Southside",0.177211623547217,"10"
"188","06085507808","Cupertino - Southside",0.185400482444417,"10"
"189","06085507903","Calabazas",0.182472817573581,"10"
"190","06085507904","Calabazas",0.0938152708895267,"0"
"191","06085507905","Calabazas",0.221527764237587,"20"
"192","06085507906","Calabazas",0.175351777113429,"10"
"193","06085508001","Cupertino - Eastside",0.153081088742763,"10"
"194","06085508003","Cupertino - Eastside",0.207572347186211,"20"
"195","06085508004","Cupertino - Eastside",0.27484982816033,"30"
"196","06085508102","Santa Clara - Southwest",0.263710951181881,"20"
"198","06085511905","Almaden Valley",0.178844496676115,"10"
"199","06085511907","Almaden Valley",0.145918340903592,"10"
"200","06085511909","South Almaden Valley",0.0364822132994757,"0"
"201","06085511910","Almaden Valley",0.187740172077031,"10"
"202","06085511911","South Almaden Valley",0.136998402107842,"0"
"203","06085511912","South Almaden Valley",0.136788167309156,"0"
"204","06085511913","Almaden Valley",0.118367531048243,"0"
"205","06085511914","Almaden Valley",0.150119392447793,"10"
"206","06085511915","Almaden Valley",0.431173996138093,"60"
"207","06085511916","Almaden Valley",0.231247973960897,"20"
"208","06085512001","Silver Creek / Basking Ridge",0.127234700697733,"0"
"209","06085512005","Branham / Pearl",0.288407019586326,"30"
"210","06085512017","Edenvale / Great Oaks",0.540285930840232,"70"
"211","06085512019","Parkview / Vista Park",0.379154405475977,"50"
"212","06085512020","Parkview / Vista Park",0.440717620577601,"60"
"213","06085512021","Hayes / Tradewinds",0.440516371533501,"60"
"214","06085512022","Hayes / Tradewinds",0.384902320140861,"50"
"215","06085512023","Hayes / Tradewinds",0.408765156625925,"50"
"216","06085512024","Branham / Pearl",0.396651865643578,"50"
"217","06085512025","Parkview / Vista Park",0.201470495567193,"20"
"218","06085512026","Parkview / Vista Park",0.446249307585987,"60"
"219","06085512027","Branham / Pearl",0.392033311795117,"50"
"220","06085512029","Blossom Valley",0.217491468902846,"20"
"221","06085512030","Blossom Valley",0.194634273938978,"20"
"222","06085512031","Blossom Valley",0.246847709679057,"20"
"223","06085512032","Santa Teresa",0.336176089491629,"40"
"224","06085512033","Santa Teresa",0.375531047265532,"50"
"225","06085512034","Santa Teresa",0.259124287568435,"20"
"226","06085512035","Coyote Valley",0.181316882071418,"10"
"227","06085512036","Blossom Valley",0.30584674311558,"30"
"228","06085512037","Blossom Valley",0.289660785066241,"30"
"229","06085512038","Santa Teresa",0.420733643912531,"60"
"230","06085512039","Santa Teresa",0.317560589416533,"30"
"231","06085512042","Edenvale / Great Oaks",0.562767655389001,"70"
"232","06085512043","Edenvale / Great Oaks",0.704230400045166,"80"
"233","06085512045","Canoas East",0.205051753030197,"20"
"234","06085512047","Canoas East",0.305659909410068,"30"
"235","06085512052","Canoas East",0.327615687401729,"40"
"236","06085512053","Canoas East",0.405684373610295,"50"
"237","06085512100","Coyote Valley",0.272462586703595,"30"
"239","06085512305","Morgan Hill - Western",0.237396230644576,"20"
"240","06085512308","Morgan Hill - Eastern",0.146539970477906,"10"
"241","06085512311","Morgan Hill - Western",0.125300135866386,"0"
