"","PARENT_AWARENESS","child_maltreatment","prop_single_mothers","teen_mothers","families_in_poverty","families_unaware_of_community","drug_abuse","PARENT_AWARENESS_percentile","child_maltreatment_percentile","prop_single_mothers_percentile","teen_mothers_percentile","families_in_poverty_percentile","families_unaware_of_community_percentile","drug_abuse_percentile","PARENT_AWARENESS_score"
"1",0.632764356691444,0.356578053808769,0.421702755361241,0.692179700499168,0.480705454296347,0.304048661793889,0.260562906922267,0.851239669421488,0.900826446280992,0.458677685950413,0.900826446280992,0.90495867768595,0.458677685950413,0.909090909090909,"80"
"2",0.373310232974617,0.146407297758875,0.408031829703342,0.459234608985025,0.0699415554880666,0.258145774899816,0.236372960142086,0.566115702479339,0.56198347107438,0.433884297520661,0.702479338842975,0.194214876033058,0.380165289256198,0.884297520661157,"50"
"3",0.373683985008702,0.3119691810833,0.254157284761444,0.459234608985025,0.135903511246656,0.15902243155641,0.321558003978804,0.570247933884298,0.84297520661157,0.194214876033058,0.702479338842975,0.446280991735537,0.152892561983471,0.950413223140496,"50"
"4",0.261040683404046,0.279763080673396,0.521686025222433,0.118136439267887,0.11377502358223,0.199606073980775,0.0877157873406553,0.359504132231405,0.785123966942149,0.640495867768595,0.169421487603306,0.355371900826446,0.256198347107438,0.446280991735537,"30"
"5",0.182827977228877,0.175293108765284,0.405080205657028,0.118136439267887,0.0881682335619255,0.118033140982809,0.125691711035299,0.223140495867769,0.62396694214876,0.421487603305785,0.169421487603306,0.247933884297521,0.0867768595041322,0.62396694214876,"20"
"6",0.220423195871736,0.0856152248313399,0.533133686952071,0.118136439267887,0.042641958733327,0.175030026902748,0.109664888125809,0.289256198347107,0.384297520661157,0.681818181818182,0.169421487603306,0.103305785123967,0.206611570247934,0.545454545454545,"20"
"7",0.492352054644239,0.101782854181968,0.304632039303409,0.459234608985025,0.114505361781121,0.224611572945297,0.568552154638077,0.735537190082645,0.429752066115702,0.272727272727273,0.702479338842975,0.359504132231405,0.31404958677686,0.995867768595041,"70"
"8",0.712963428343697,0.0843704492889931,0.473004985306791,0.459234608985025,0.409653846221091,0.591711050593221,0.497086937071642,0.888429752066116,0.371900826446281,0.549586776859504,0.702479338842975,0.859504132231405,0.958677685950413,0.991735537190083,"80"
"9",0.135214829464961,0.0292234946952889,0.0991567424284258,0.124792013311148,0.0927455640674104,0.180387731131876,0.252770847365125,0.136363636363636,0.190082644628099,0.0289256198347107,0.190082644628099,0.264462809917355,0.214876033057851,0.900826446280992,"10"
"10",0.759670137024927,0.207662958763612,0.73657083672878,0.692179700499168,0.395879120165995,0.333603209469473,0.348874562721983,0.921487603305785,0.690082644628099,0.90495867768595,0.900826446280992,0.84297520661157,0.520661157024793,0.966942148760331,"90"
"11",0.42298999188799,0.28264339844434,0.167921204334108,0.692179700499168,0.119311846714276,0.309755585710367,0.250234279484072,0.65702479338843,0.793388429752066,0.0909090909090909,0.900826446280992,0.37603305785124,0.466942148760331,0.896694214876033,"60"
"12",0.493605965701448,0.0611067038451008,0.4833800735812,0.692179700499168,0.218541211124876,0.233688883235237,0.283375801161928,0.739669421487603,0.264462809917355,0.574380165289256,0.900826446280992,0.648760330578512,0.334710743801653,0.933884297520661,"70"
"13",0.616174337058484,0.311019868730086,0.617028858284639,0.692179700499168,0.264712530715943,0.288720306932088,0.281633832035514,0.830578512396694,0.838842975206612,0.805785123966942,0.900826446280992,0.731404958677686,0.446280991735537,0.925619834710744,"80"
"14",0.153987822616113,0.188099233113295,0.091779494293676,0.124792013311148,0.0117268256666305,0.209453652227995,0.299084160593352,0.173553719008264,0.648760330578512,0.0165289256198347,0.190082644628099,0.0289256198347107,0.285123966942149,0.93801652892562,"10"
"15",0.628318531450843,0.161731769165168,0.674802797468841,0.570715474209651,0.338645792086196,0.355165668221978,0.303551123964311,0.847107438016529,0.59504132231405,0.851239669421488,0.793388429752066,0.789256198347107,0.586776859504132,0.942148760330578,"80"
"16",0.855208913265353,0.447255374334107,0.785410618305426,0.968386023294509,0.376433294865234,0.433128306877023,0.212943581838883,0.958677685950413,0.975206611570248,0.950413223140496,0.991735537190083,0.822314049586777,0.801652892561983,0.855371900826446,"90"
"17",0.720691762359119,0.123433438009704,0.587886781783444,0.968386023294509,0.358603026373098,0.372048450768036,0.200565877624391,0.892561983471074,0.491735537190083,0.768595041322314,0.991735537190083,0.801652892561983,0.632231404958678,0.838842975206612,"80"
