"","PARENT_AWARENESS","child_maltreatment","prop_single_mothers","teen_mothers","families_in_poverty","families_unaware_of_community","drug_abuse","PARENT_AWARENESS_percentile","child_maltreatment_percentile","prop_single_mothers_percentile","teen_mothers_percentile","families_in_poverty_percentile","families_unaware_of_community_percentile","drug_abuse_percentile","PARENT_AWARENESS_score"
"1",0.576788719332909,0.0515714237805454,0.358738551523574,0.692179700499168,0.22097469014518,0.36299269572401,0.302086606194234,0.768595041322314,0.392561983471074,0.450413223140496,0.900826446280992,0.603305785123967,0.619834710743802,0.925619834710744,"70"
"2",0.371162559040242,0.0525463792146458,0.272294314956465,0.459234608985025,0.0582826771791019,0.259449510233914,0.253718608280503,0.487603305785124,0.40495867768595,0.256198347107438,0.702479338842975,0.152892561983471,0.392561983471074,0.892561983471074,"40"
"3",0.452555983742539,0.0513816526559121,0.319892241958104,0.459234608985025,0.122577845955524,0.155771061706308,0.437860413383459,0.636363636363636,0.388429752066116,0.37603305785124,0.702479338842975,0.392561983471074,0.140495867768595,0.983471074380165,"60"
"4",0.318686366717927,0.0772435498994871,0.531707421597864,0.118136439267887,0.151601027041685,0.19035378556376,0.141004706210432,0.396694214876033,0.520661157024793,0.793388429752066,0.169421487603306,0.454545454545455,0.231404958677686,0.677685950413223,"30"
"5",0.272930305121065,0.142746060978105,0.198816274662264,0.118136439267887,0.311344543821463,0.198242743212153,0.118742218001233,0.309917355371901,0.756198347107438,0.161157024793388,0.169421487603306,0.747933884297521,0.252066115702479,0.570247933884298,"30"
"6",0.195098917292708,0.0233132384591086,0.244021484125163,0.118136439267887,0.0435463042684606,0.249453619471865,0.117624299950312,0.144628099173554,0.227272727272727,0.214876033057851,0.169421487603306,0.0950413223140496,0.367768595041322,0.566115702479339,"10"
"7",0.446693339360174,0.1292827130301,0.0951678075416119,0.459234608985025,0.231490525623436,0.205061673752599,0.507443960762242,0.632231404958678,0.710743801652893,0.0371900826446281,0.702479338842975,0.628099173553719,0.28099173553719,0.991735537190083,"60"
"8",0.706958440864214,0.0731919904624617,0.351532704304547,0.459234608985025,0.329377511934024,0.536801976836759,0.538988547592125,0.880165289256198,0.504132231404959,0.433884297520661,0.702479338842975,0.764462809917355,0.929752066115702,0.995867768595041,"80"
"9",0.17810516845181,0.124849828688827,0.0461908929028182,0.124792013311148,0.0616956205639167,0.202237751960681,0.263414804210565,0.136363636363636,0.698347107438017,0.012396694214876,0.190082644628099,0.169421487603306,0.264462809917355,0.896694214876033,"10"
"10",0.708436257216893,0.189815425833961,0.204639167258704,0.692179700499168,0.557257227541601,0.312420903514725,0.428067448343725,0.884297520661157,0.863636363636364,0.173553719008264,0.900826446280992,0.921487603305785,0.5,0.975206611570248,"80"
