"","VOCATIONAL_TRAINING","joblessness","poverty_in_community","concentrated_disadvantage","edu_completion","illegal_econ_activity","VOCATIONAL_TRAINING_percentile","joblessness_percentile","poverty_in_community_percentile","concentrated_disadvantage_percentile","edu_completion_percentile","illegal_econ_activity_percentile","VOCATIONAL_TRAINING_score"
"1",0.328532794096265,0.437903887013933,0.465516145088848,0.267160236555913,0,0.11176531025004,0.541322314049587,0.574380165289256,0.814049586776859,0.553719008264463,0,0.764462809917355,"50"
"2",0.518787413639687,0.363093560637791,0.449446111114055,0.170295069132787,0.571382995693093,0.270454667741983,0.789256198347107,0.417355371900826,0.801652892561983,0.15702479338843,0.900826446280992,0.958677685950413,"70"
"3",0.698747299666771,0.934881605272721,0.618609671378106,0.529510642074663,0,0.254651846701798,0.942148760330578,0.987603305785124,0.896694214876033,0.962809917355372,0,0.950413223140496,"90"
"4",0.250549246680315,0.381609983496629,0.280657580732722,0.228993882908717,0.0879154014992672,0.0808741557382114,0.392561983471074,0.466942148760331,0.611570247933884,0.392561983471074,0.247933884297521,0.607438016528926,"30"
"5",0.268603886491592,0.181631512498847,0.27170673925089,0.147863921688636,0.399989135158627,0.110325019018983,0.425619834710744,0.0867768595041322,0.582644628099174,0.0991735537190083,0.756198347107438,0.760330578512397,"40"
"6",0.298693709926974,0.327285648343006,0.188882033323282,0.158613747708226,0.364388731192676,0.158118162809261,0.479338842975207,0.338842975206612,0.425619834710744,0.128099173553719,0.735537190082645,0.884297520661157,"40"
"7",0.659085545501609,0.975983944319338,0.391252388807661,0.352220360002772,0,0.505139984494645,0.909090909090909,0.995867768595041,0.743801652892562,0.793388429752066,0,0.995867768595041,"90"
"8",0.642674283135248,0.425178483412474,0.881561029231339,0.252965626141872,0.141919958628053,0.476190756483536,0.888429752066116,0.566115702479339,0.983471074380165,0.520661157024793,0.367768595041322,0.991735537190083,"80"
"9",0.483642760985377,0.895103727652256,0.382580828167623,0.313536428690047,0.0888321865812091,0.0444382865061039,0.747933884297521,0.979338842975207,0.727272727272727,0.694214876033058,0.252066115702479,0.326446280991736,"70"
"10",0.828598524079341,0.734565087528782,0.83607424571271,0.403043554278821,0.496460264139795,0.237655646147456,0.987603305785124,0.913223140495868,0.975206611570248,0.859504132231405,0.834710743801653,0.946280991735537,"90"
"11",0.517242647025484,0.456112564540275,0.538081965900944,0.270765023012606,0.425395152401347,0.129914292250841,0.785123966942149,0.603305785123967,0.851239669421488,0.56198347107438,0.776859504132231,0.847107438016529,"70"
"12",0.4417860743871,0.367427353840703,0.423905353590519,0.19273035184469,0.521579591123537,0.0995349948996099,0.698347107438017,0.43801652892562,0.772727272727273,0.223140495867769,0.855371900826446,0.694214876033058,"60"
"13",0.535416382238305,0.388471830258916,0.464362331010032,0.202549776395058,0.696981947603467,0.119707921297235,0.797520661157025,0.475206611570248,0.809917355371901,0.260330578512397,0.946280991735537,0.78099173553719,"70"
"14",0.643126931142841,0.506036550296225,0.833164766913269,0.287166090228325,0.398110586273965,0.154628147683244,0.892561983471074,0.731404958677686,0.971074380165289,0.615702479338843,0.752066115702479,0.871900826446281,"80"
"15",0.468064552444312,0.472755867937097,0.409750669118814,0.237576441257356,0.35297595585337,0.207026346046102,0.735537190082645,0.644628099173554,0.752066115702479,0.43801652892562,0.727272727272727,0.929752066115702,"70"
"16",0.462410186607204,0.509122998130118,0.53416963691308,0.271791652369319,0.184815416763408,0.164067626935182,0.723140495867769,0.743801652892562,0.847107438016529,0.566115702479339,0.462809917355372,0.896694214876033,"70"
"17",0.503560965517649,0.403717689622788,0.600315905599321,0.200630744695835,0.473727073399923,0.102877517845043,0.768595041322314,0.520661157024793,0.884297520661157,0.243801652892562,0.809917355371901,0.710743801652893,"70"
"18",0.59216299456246,0.486222498386336,0.62071459778089,0.224949213626972,0.573001974765658,0.128943539699465,0.84297520661157,0.677685950413223,0.900826446280992,0.363636363636364,0.90495867768595,0.834710743801653,"80"
"19",0.584826928667834,0.771680101935283,0.68814140940442,0.325003973161772,0,0.228094651320603,0.838842975206612,0.921487603305785,0.929752066115702,0.731404958677686,0,0.942148760330578,"80"
"20",0.621515720772659,0.50762151106224,0.624188877372546,0.275745228025625,0.518539838683307,0.191407245864544,0.867768595041322,0.735537190082645,0.90495867768595,0.59504132231405,0.851239669421488,0.917355371900826,"80"
"21",0.40439576471287,0.608749417363965,0.28045132959053,0.293468931510445,0.188262687974415,0.127663015598914,0.644628099173554,0.826446280991736,0.607438016528926,0.636363636363636,0.479338842975207,0.822314049586777,"60"
