"","GEOID","neib_name","Predicted_2019_VOCATIONAL_TRAINING_raw_metric","Predicted_2019_VOCATIONAL_TRAINING_metric"
"72","06085503218","Edenvale / Seven Trees",0.749181432145045,"90"
"73","06085503304","Tully King",0.553138401361172,"80"
"74","06085503305","Tully King",0.407556505784463,"70"
"75","06085503306","Tully Ocala",0.497625528103266,"70"
"76","06085503312","San Jose - East Foothills",0.346070072024428,"50"
"77","06085503313","Evergreen East",0.0948504251773891,"10"
"78","06085503315","Evergreen North",0.322375944185446,"50"
"79","06085503321","Evergreen North",0.245454156050304,"30"
"80","06085503322","San Jose - East Foothills",0.181851182088924,"20"
"81","06085503323","Evergreen North",0.329416319879022,"50"
"82","06085503324","Evergreen North",0.179859005385053,"20"
"83","06085503325","Evergreen North",0.388636370774112,"60"
"84","06085503326","Evergreen East",0.0733831049142139,"0"
"85","06085503327","Evergreen Central",0.197365897192189,"20"
"86","06085503329","Evergreen East",0.10584850854339,"10"
"87","06085503330","Evergreen East",0.379211440567714,"60"
"88","06085503331","Evergreen East",0.173735493480096,"20"
"89","06085503332","Silver Creek / Basking Ridge",0.0338863057819924,"0"
"90","06085503333","Evergreen Central",0.183783484325394,"20"
"91","06085503334","Silver Creek / Basking Ridge",0.148247846811853,"10"
"92","06085503336","Evergreen Central",0.359836701040763,"60"
"93","06085503337","Evergreen Central",0.310588267697816,"40"
"94","06085503401","San Jose - East Valley",0.400548485726473,"60"
"95","06085503402","Tully Ocala",0.53987075685098,"80"
"96","06085503504","San Jose - East Valley",0.446663017948791,"70"
"97","06085503506","San Jose - East Valley",0.680304142534581,"90"
"98","06085503507","San Jose - East Valley",0.515318741142721,"70"
"99","06085503508","San Jose - East Foothills",0.620864548684412,"80"
"100","06085503509","San Jose - East Foothills",0.341444982729952,"50"
"101","06085503510","San Jose - East Valley",0.645069278075881,"80"
"102","06085503511","San Jose - East Valley",0.325441983366167,"50"
"103","06085503601","Alum Rock West",0.728650865858343,"90"
"104","06085503602","Mayfair",0.460309837601108,"70"
"105","06085503703","San Jose - East Valley",0.786231385004224,"90"
"106","06085503707","Alum Rock West",0.405114230780394,"60"
"107","06085503708","Alum Rock West",0.351872981558461,"60"
"108","06085503709","Alum Rock West",0.903993632391924,"90"
"109","06085503710","Mayfair",0.534910322288129,"80"
"110","06085503711","Mayfair",0.516981703248106,"80"
"111","06085503712","Alum Rock West",0.562401308113738,"80"
"112","06085503713","Capital Goss",0.672934539997138,"90"
"113","06085503802","San Jose - East Valley / 680",0.232896697172567,"30"
"114","06085503803","San Jose - East Valley / 680",0.233261175047981,"30"
"115","06085503804","San Jose - East Valley / 680",0.241250438702915,"30"
"116","06085503902","Alum Rock East",0.641649900509771,"80"
"117","06085503903","Capital Goss",0.313079251616351,"50"
"118","06085504001","Capital Goss",0.487725183293849,"70"
"119","06085504002","Capital Goss",0.375971972741691,"60"
"120","06085504101","Alum Rock East",0.753561849890881,"90"
"121","06085504102","Alum Rock East",0.24686263658271,"30"
"122","06085504201","Alum Rock / East Foothills",0.0183036616777012,"0"
"123","06085504202","Alum Rock / East Foothills",0.207073407340716,"20"
"124","06085504307","Berryessa",0.273049510440532,"40"
"125","06085504308","Berryessa",0.389565879408801,"60"
"126","06085504311","San Jose - North Valley",0.240403154095356,"30"
"127","06085504314","Berryessa",0.267903495285607,"40"
"128","06085504315","Berryessa",0.220058646228978,"30"
"129","06085504316","San Jose - North Valley",0.284296825343468,"40"
"130","06085504317","San Jose - North Valley",0.187078626627412,"20"
"131","06085504318","San Jose - North Valley",0.687588100119538,"90"
"132","06085504319","San Jose - North Valley",0.15236088195128,"10"
"133","06085504320","Berryessa",0.239208201049438,"30"
"134","06085504321","Berryessa",0.21024344178709,"20"
"135","06085504322","San Jose - North Valley",0.45539748958028,"70"
"136","06085504323","San Jose - North Valley",0.446173351707357,"70"
"137","06085504410","Berryessa",0.388828612776638,"60"
"138","06085504411","Berryessa",0.0852073594841037,"0"
"139","06085504415","Milpitas - Southeastern",0.381089429041711,"60"
"140","06085504416","Milpitas - Southeastern",0.305240749430394,"40"
"141","06085504417","Milpitas - Southeastern",0.783276301821227,"90"
"142","06085504504","Milpitas - Southwestern",0.463654199842214,"70"
"143","06085504505","Milpitas - Southwestern",0.0470092857249444,"0"
"144","06085504602","North San Jose",0.441854153265084,"70"
"145","06085504802","Lakewood",0.449369914314449,"70"
"146","06085504901","North 101",0.197116413830942,"20"
"147","06085505001","North 101",0.0679341692959075,"0"
"148","06085505006","North San Jose",0.296415731793181,"40"
"149","06085505007","North 101",0.0148848905287885,"0"
"150","06085505008","North San Jose",0.399063935046833,"60"
"151","06085505009","North San Jose",0.367006674463399,"60"
"152","06085505100","North San Jose",0.601815744142874,"80"
"153","06085505202","Santa Clara - South 101",0.505165082258121,"70"
"154","06085505203","Rose Garden",0.645917315760814,"80"
"155","06085505700","Santa Clara - East Central",0.868537551919848,"90"
"156","06085505800","Rose Garden",0.233924878609089,"30"
"157","06085505900","Santa Clara - Southeast",0.103915691598637,"10"
"158","06085506102","Santa Clara - Southeast",0.105233589425826,"10"
"159","06085506103","Santa Clara - Southwest",0.108933904721295,"10"
"160","06085506202","West San Jose",0.0622566168765024,"0"
"161","06085506203","West San Jose",0.286935795975432,"40"
"162","06085506204","West San Jose",0.210765515494348,"20"
"163","06085506301","Winchester North",0.253652396738903,"30"
"164","06085506302","Winchester North",0.426013113429435,"70"
"165","06085506304","West San Jose",0.345313009464694,"50"
"166","06085506305","West San Jose",0.53703599480463,"80"
"167","06085506401","Winchester North",0.347423580312291,"50"
"168","06085506402","Winchester North",0.407155590113977,"60"
"169","06085506501","Winchester North",0.604559993216092,"80"
"170","06085506601","San Tomas - North",0.335068897212823,"50"
"171","06085506603","San Tomas - North",0.30357933535811,"40"
"172","06085506604","San Tomas - North",0.2836408161133,"40"
"173","06085506605","San Tomas - North",0.219727173846785,"30"
"174","06085506606","Winchester West",0.0594706491229542,"0"
"175","06085506701","San Tomas - South",0.0856254025307106,"10"
"176","06085506702","San Tomas - South",0.459864741721625,"70"
"177","06085506801","Los Gatos - Eastern",0.140160384395532,"10"
"178","06085506802","Cambrian Park West",0.193881014129979,"20"
"179","06085506803","Cambrian Park West Central",0.294725231863746,"40"
"180","06085506804","Los Gatos - Eastern",0.16895814199633,"20"
"181","06085506900","Los Gatos - Eastern",0.0968548840932662,"10"
"182","06085507002","Los Gatos - Eastern",0.395082608265545,"60"
"183","06085507205","Monte Sereno/Los Gatos - Western",0.107305429049103,"10"
"184","06085507301","Saratoga - Southeastern",0.134803442163075,"10"
"185","06085507401","Saratoga - Northwestern",0.185995597547586,"20"
"186","06085507402","Saratoga - Southeastern",0.401240499536644,"60"
"187","06085507807","Cupertino - Southside",0.291962323572248,"40"
"188","06085507808","Cupertino - Southside",0.229488638561339,"30"
"189","06085507903","Calabazas",0.0961338844277824,"10"
"190","06085507904","Calabazas",0.176365230105402,"20"
"191","06085507905","Calabazas",0.285547197293155,"40"
"192","06085507906","Calabazas",0.142960377572951,"10"
"193","06085508001","Cupertino - Eastside",0.131988956316596,"10"
"194","06085508003","Cupertino - Eastside",0.300799721252682,"40"
"195","06085508004","Cupertino - Eastside",0.243999729981144,"30"
"196","06085508102","Santa Clara - Southwest",0.0784958903915737,"0"
"198","06085511905","Almaden Valley",0.0937093206461084,"10"
"199","06085511907","Almaden Valley",0.187944022615062,"20"
"200","06085511909","South Almaden Valley",0.0278895955686858,"0"
"201","06085511910","Almaden Valley",0.337186240506877,"50"
"202","06085511911","South Almaden Valley",0.394866750383955,"60"
"203","06085511912","South Almaden Valley",0.229656123234165,"30"
"204","06085511913","Almaden Valley",0.236278982563329,"30"
"205","06085511914","Almaden Valley",0.0986816512616589,"10"
"206","06085511915","Almaden Valley",0.517356014121658,"80"
"207","06085511916","Almaden Valley",0.339224353025668,"50"
"208","06085512001","Silver Creek / Basking Ridge",0.0337577120724786,"0"
"209","06085512005","Branham / Pearl",0.289923919705102,"40"
"210","06085512017","Edenvale / Great Oaks",0.292040061755761,"40"
"211","06085512019","Parkview / Vista Park",0.321630847648449,"50"
"212","06085512020","Parkview / Vista Park",0.429777341495338,"70"
"213","06085512021","Hayes / Tradewinds",0.425967510004396,"70"
"214","06085512022","Hayes / Tradewinds",0.316812950843024,"50"
"215","06085512023","Hayes / Tradewinds",0.266012997817535,"40"
"216","06085512024","Branham / Pearl",0.291189033093102,"40"
"217","06085512025","Parkview / Vista Park",0.221895349195122,"30"
"218","06085512026","Parkview / Vista Park",0.324059547237008,"50"
"219","06085512027","Branham / Pearl",0.214260840030872,"20"
"220","06085512029","Blossom Valley",0.0494654244399714,"0"
"221","06085512030","Blossom Valley",0.261096244583576,"30"
"222","06085512031","Blossom Valley",0.0633847313988519,"0"
"223","06085512032","Santa Teresa",0.166876450053171,"10"
"224","06085512033","Santa Teresa",0.338919387483665,"50"
"225","06085512034","Santa Teresa",0.197286242636129,"20"
"226","06085512035","Coyote Valley",0.0483967899259879,"0"
"227","06085512036","Blossom Valley",0.0853775088586875,"0"
"228","06085512037","Blossom Valley",0.262777092771423,"40"
"229","06085512038","Santa Teresa",0.293439805540341,"40"
"230","06085512039","Santa Teresa",0.0578789237425692,"0"
"231","06085512042","Edenvale / Great Oaks",0.384251940618269,"60"
"232","06085512043","Edenvale / Great Oaks",0.683983989805302,"90"
"233","06085512045","Canoas East",0.218549958544288,"20"
"234","06085512047","Canoas East",0.251325316635136,"30"
"235","06085512052","Canoas East",0.403830423897744,"60"
"236","06085512053","Canoas East",0.327458184341439,"50"
"237","06085512100","Coyote Valley",0.360242040202983,"60"
"239","06085512305","Morgan Hill - Western",0.32488605213274,"50"
"240","06085512308","Morgan Hill - Eastern",0.26810716913751,"40"
"241","06085512311","Morgan Hill - Western",0.229012727307858,"30"
