"","VOCATIONAL_TRAINING","joblessness","poverty_in_community","concentrated_disadvantage","edu_completion","illegal_econ_activity","VOCATIONAL_TRAINING_percentile","joblessness_percentile","poverty_in_community_percentile","concentrated_disadvantage_percentile","edu_completion_percentile","illegal_econ_activity_percentile","VOCATIONAL_TRAINING_score"
"1",0.151507736407151,0.120164444123826,0.271224627049516,0.149318407634216,0.0277512569299519,0.0926640597861262,0.173553719008264,0.190082644628099,0.537190082644628,0.0950413223140496,0.136363636363636,0.615702479338843,"10"
"2",0.491145360359479,0.0934808120159193,0.451780479710166,0.190180893899378,0.455722548252379,0.24978671321616,0.793388429752066,0.0991735537190083,0.809917355371901,0.235537190082645,0.863636363636364,0.942148760330578,"70"
"3",0.327448134860525,0.0930254959563713,0.496596325845784,0.197246431138628,0,0.278224403418723,0.537190082644628,0.0950413223140496,0.847107438016529,0.272727272727273,0,0.954545454545455,"50"
"4",0.115437545899421,0.0285381916754193,0.257923397943627,0.0851103730288115,0.0651143622501545,0.141617118345981,0.128099173553719,0.0247933884297521,0.512396694214876,0.0206611570247934,0.239669421487603,0.826446280991736,"10"
"5",0.206626895574137,0.037183090564535,0.316247511086899,0.12677166670299,0.168970310075872,0.138507160545861,0.268595041322314,0.0330578512396694,0.632231404958678,0.0661157024793388,0.483471074380165,0.822314049586777,"20"
"6",0.304642806485099,0.096543087563212,0.257249428443692,0.254193072868528,0.239534534329459,0.165210111498633,0.475206611570248,0.103305785123967,0.508264462809917,0.483471074380165,0.619834710743802,0.859504132231405,"40"
"7",0.513872378003263,0.19640536079146,0.490222054352894,0.28578290208386,0,0.520723745316707,0.814049586776859,0.541322314049587,0.838842975206612,0.636363636363636,0,0.995867768595041,"80"
"8",0.895621009713719,0.479568679538406,0.951638348573704,0.394140967212172,0.146487754151333,0.397816400910429,0.991735537190083,0.983471074380165,0.995867768595041,0.855371900826446,0.409090909090909,0.979338842975207,"90"
"9",0.70186401283125,1,0.385534217570308,0.467865555506027,0.0515419875717653,0.0198325347674712,0.942148760330578,1,0.752066115702479,0.946280991735537,0.194214876033058,0.181818181818182,"90"
"10",0.761478391814294,0.0965922961900027,0.933139976361221,0.203551201919096,0.56765020639046,0.260718856239456,0.975206611570248,0.107438016528926,0.987603305785124,0.309917355371901,0.93801652892562,0.946280991735537,"90"
"11",0.400935002341804,0.114969577056969,0.573840724900953,0.271845367937177,0.176899751868292,0.0962675540147319,0.685950413223141,0.177685950413223,0.87603305785124,0.566115702479339,0.495867768595041,0.632231404958678,"60"
"12",0.443800775763591,0.174102508493261,0.492419686653646,0.265418305184033,0.280554225198305,0.119750674410945,0.747933884297521,0.429752066115702,0.84297520661157,0.537190082644628,0.702479338842975,0.764462809917355,"70"
"13",0.544432121314528,0.130080169897832,0.417209772132914,0.120197270086343,0.742073638387452,0.153740242245799,0.84297520661157,0.231404958677686,0.768595041322314,0.0537190082644628,0.987603305785124,0.847107438016529,"80"
"14",0.991060138418884,0.724973069391265,0.869038579376999,0.565779243635269,0.307910786387998,0.121084518579973,0.995867768595041,0.991735537190083,0.971074380165289,0.979338842975207,0.756198347107438,0.768595041322314,"90"
"15",0.440585683347585,0.251752041879938,0.430474553100935,0.231043694773189,0.242469321506191,0.169123740854164,0.731404958677686,0.756198347107438,0.785123966942149,0.40495867768595,0.62396694214876,0.867768595041322,"70"
"16",0.334758253180499,0.130052678011373,0.472151783668684,0.136446560889691,0.170972916614877,0.172253193658811,0.566115702479339,0.227272727272727,0.826446280991736,0.0785123966942149,0.487603305785124,0.87603305785124,"50"
"17",0.585872174379906,0.305136350852738,0.470276148203489,0.329011624188874,0.466926167392403,0.0870996855813952,0.871900826446281,0.855371900826446,0.822314049586777,0.764462809917355,0.871900826446281,0.599173553719008,"80"
"18",0.640648499126169,0.25629390493126,0.691851193614329,0.237752005816965,0.497681604428411,0.100641042188974,0.917355371900826,0.764462809917355,0.93801652892562,0.43801652892562,0.913223140495868,0.648760330578512,"90"
"19",0.442231879369454,0.229283785471249,0.747723281927413,0.172132819700448,0,0.179503231252674,0.739669421487603,0.677685950413223,0.958677685950413,0.152892561983471,0,0.896694214876033,"70"
"20",0.569240122165523,0.145132869790535,0.574889100401588,0.209944982515748,0.487610903941512,0.202683915623624,0.867768595041322,0.285123966942149,0.880165289256198,0.318181818181818,0.900826446280992,0.925619834710744,"80"
"21",0.133841297847201,0.023333168429512,0.25821982473779,0.106419349191262,0.0997701157271903,0.132817119500078,0.148760330578512,0.0165289256198347,0.516528925619835,0.0247933884297521,0.330578512396694,0.797520661157025,"10"
"22",0.384436453901467,0.171480865980047,0.295695534425198,0.273575155558283,0.266405395552315,0.18878435310531,0.669421487603306,0.421487603305785,0.590909090909091,0.574380165289256,0.673553719008264,0.913223140495868,"60"
"23",0.303147915778555,0.0921292499503943,0.336945942033221,0.211050437523348,0.314729201525202,0.0544430436449174,0.471074380165289,0.0826446280991736,0.673553719008264,0.322314049586777,0.772727272727273,0.359504132231405,"40"
"24",0.60332339064728,0.18632616729184,0.699336414403218,0.45147704695676,0.266695702921242,0.0946836991035964,0.884297520661157,0.483471074380165,0.942148760330578,0.933884297520661,0.677685950413223,0.628099173553719,"80"
"25",0.127622623958943,0.127917118669557,0.162526897618198,0.191100940551438,0.0641593851117887,0.0605767819806197,0.140495867768595,0.214876033057851,0.326446280991736,0.247933884297521,0.231404958677686,0.400826446280992,"10"
"26",0.615349144537418,0.1892444700252,0.522815522240788,0.325405945667365,0.5103095065441,0.178355448899019,0.892561983471074,0.512396694214876,0.863636363636364,0.752066115702479,0.921487603305785,0.888429752066116,"80"
"27",0.617350105172607,0.225086249168147,0.504088579728644,0.435465398022804,0.448392924704944,0.117692069128939,0.896694214876033,0.661157024793388,0.851239669421488,0.921487603305785,0.859504132231405,0.756198347107438,"80"
"28",0.21754147258488,0.00335371458629362,0.31555208451186,0.173967467642379,0.211632039242068,0.108234965963081,0.301652892561983,0.00826446280991736,0.628099173553719,0.161157024793388,0.553719008264463,0.694214876033058,"20"
"29",0.234359426529379,0.100095054581768,0.126943669646223,0.219046688344031,0.290651534472727,0.114618370531309,0.34297520661157,0.12396694214876,0.231404958677686,0.347107438016529,0.71900826446281,0.739669421487603,"30"
"30",0.20588606849987,0.113058272759957,0.252345204991176,0.259745913641038,0.0576611053848923,0.103168258157192,0.264462809917355,0.165289256198347,0.504132231404959,0.5,0.210743801652893,0.665289256198347,"20"
"31",0.113987745577116,0.155055508388253,0.110876149571957,0.175453640793697,0,0.13358931472961,0.119834710743802,0.351239669421488,0.177685950413223,0.181818181818182,0,0.805785123966942,"10"
"32",0.0739818016694433,0.140231886972855,0.085187266404768,0.171748167354021,0,0.0859512111750612,0.0578512396694215,0.247933884297521,0.0991735537190083,0.148760330578512,0,0.586776859504132,"0"
"33",0.250774884426707,0.20741370853659,0.184207069510262,0.395759257215958,0,0.101666172527402,0.380165289256198,0.603305785123967,0.363636363636364,0.863636363636364,0,0.65702479338843,"30"
"34",0.0606266886551014,0.0618421355521681,0.136376416458912,0.169149581360549,0.0792575104054292,0.00582873598905181,0.0413223140495868,0.0537190082644628,0.260330578512397,0.132231404958678,0.268595041322314,0.115702479338843,"0"
"35",0.219660663582006,0.142312596127136,0.324841342395722,0.346251880935262,0,0.00420024396990126,0.318181818181818,0.268595041322314,0.652892561983471,0.797520661157025,0,0.111570247933884,"30"
"36",0.306111543628112,0.18920878355017,0.244854016794396,0.353894518949881,0.157805637072486,0.0703395881897185,0.479338842975207,0.508264462809917,0.491735537190083,0.805785123966942,0.446280991735537,0.479338842975207,"40"
"37",0.215766325127443,0.243422503050617,0.137628304360977,0.33533025334554,0.0435460292926377,0.0487373353157747,0.293388429752066,0.723140495867769,0.276859504132231,0.78099173553719,0.15702479338843,0.334710743801653,"20"
"38",0.245559294453836,0.162683638569461,0.211263690693761,0.304732165222866,0.166019863925665,0.0323715374316918,0.371900826446281,0.388429752066116,0.429752066115702,0.702479338842975,0.462809917355372,0.243801652892562,"30"
"39",0.0563946542205641,0.092428367124218,0.0638787533882328,0.134714563949259,0.0865248293246835,0.0651908573983952,0.0371900826446281,0.0867768595041322,0.0578512396694215,0.0743801652892562,0.289256198347107,0.433884297520661,"0"
"40",0.212652243882023,0.0973712182933766,0.189779007503927,0.262390702217151,0.196368644365639,0.0556047329538833,0.285123966942149,0.111570247933884,0.37603305785124,0.512396694214876,0.528925619834711,0.367768595041322,"20"
"41",0.173709661257046,0.185679610767147,0.157059609122212,0.318304759914764,0,0.0510557861637266,0.214876033057851,0.479338842975207,0.318181818181818,0.731404958677686,0,0.347107438016529,"20"
"42",0.246455699558324,0.215612735463358,0.205271919218247,0.29458436135359,0.0794047828013073,0.0842552976731668,0.37603305785124,0.632231404958678,0.413223140495868,0.665289256198347,0.272727272727273,0.566115702479339,"30"
"43",0.102634250541503,0.123630956193127,0.152788820902875,0.198426895432319,0,0.074059625492374,0.111570247933884,0.206611570247934,0.309917355371901,0.293388429752066,0,0.5,"10"
"44",0.251113804700023,0.151698098875655,0.0853769266632051,0.190778883725437,0.375598809167132,0.0863716709296402,0.384297520661157,0.322314049586777,0.103305785123967,0.243801652892562,0.793388429752066,0.590909090909091,"30"
"45",0.369194760698078,0.201322725905522,0.358416068219269,0.406723931548406,0.0828905344426051,0.111592189452153,0.636363636363636,0.557851239669422,0.702479338842975,0.87603305785124,0.28099173553719,0.714876033057851,"60"
"46",0.281759719207488,0.0834473912796566,0.284298669437065,0.185961399869779,0.229111787314927,0.177370025975062,0.442148760330579,0.0743801652892562,0.578512396694215,0.223140495867769,0.590909090909091,0.884297520661157,"40"
"47",0.000832296971830326,0.025487693898311,0.113511965427183,0.0614623333650844,0.040585196978673,0.0741156282986863,0.00826446280991736,0.0206611570247934,0.181818181818182,0.00826446280991736,0.148760330578512,0.504132231404959,"0"
"48",0.353098144176619,0.289644629950967,0.0824417494244963,0.322663423212744,0.313517086555251,0.115719749410862,0.603305785123967,0.826446280991736,0.0867768595041322,0.743801652892562,0.764462809917355,0.743801652892562,"60"
"49",0.141569979054876,0.212437944866095,0.115591221037644,0.221021402115535,0.0202715647612517,0.0689829671489791,0.161157024793388,0.619834710743802,0.190082644628099,0.363636363636364,0.128099173553719,0.471074380165289,"10"
"50",0.720462621253043,0.199761802393826,0.741589009804014,0.232964238877179,0.304587276348086,0.488575504655672,0.950413223140496,0.553719008264463,0.954545454545455,0.409090909090909,0.752066115702479,0.991735537190083,"90"
"51",0.44569357122524,0.169498483687493,0.324404657362795,0.277126485534467,0.455937592388042,0.10962415452409,0.752066115702479,0.413223140495868,0.648760330578512,0.611570247933884,0.867768595041322,0.698347107438017,"70"
"52",0.729986033383126,0.22008351745522,0.803674831633227,0.299119373032607,0.480697933938438,0.185768509770325,0.958677685950413,0.644628099173554,0.966942148760331,0.681818181818182,0.892561983471074,0.909090909090909,"90"
"53",0.609217338298888,0.251985914372854,0.350684300758337,0.2618902989127,0.790610125781242,0.0568812533067896,0.888429752066116,0.760330578512397,0.690082644628099,0.508264462809917,0.991735537190083,0.380165289256198,"80"
"54",0.383606182930182,0.241010020853858,0.367756657730921,0.197838855366295,0.0994325188218843,0.287996899176072,0.665289256198347,0.714876033057851,0.71900826446281,0.289256198347107,0.326446280991736,0.962809917355372,"60"
"55",0.706315590432633,0.269321937404126,0.885532506148891,0.411749980977615,0.256994192512279,0.111396771424281,0.946280991735537,0.789256198347107,0.975206611570248,0.880165289256198,0.65702479338843,0.706611570247934,"90"
"56",0.0933410776549996,0.133635358974007,0.138970551805211,0.12672451928631,0,0.128238177517463,0.0867768595041322,0.235537190082645,0.28099173553719,0.0619834710743802,0,0.78099173553719,"0"
"57",0.327240885503275,0.148569422237776,0.374322582926407,0.287069881141459,0.108247327234652,0.146407585683827,0.533057851239669,0.297520661157025,0.735537190082645,0.644628099173554,0.338842975206612,0.838842975206612,"50"
"58",0.622545620405996,0.31121943496419,0.511100808155783,0.2744265522611,0.470516126435963,0.175391518059808,0.90495867768595,0.880165289256198,0.855371900826446,0.599173553719008,0.880165289256198,0.880165289256198,"90"
"59",0.366688588195922,0.188747980151417,0.606472812998472,0.217667936542775,0.0483359405747396,0.0939664547348109,0.628099173553719,0.504132231404959,0.900826446280992,0.34297520661157,0.177685950413223,0.619834710743802,"60"
"60",0.558692164218014,0.264335649847312,0.57712971456455,0.308179106349875,0.121331995346796,0.325066552872932,0.859504132231405,0.78099173553719,0.884297520661157,0.706611570247934,0.363636363636364,0.966942148760331,"80"
"61",1,0.444630386507399,0.891862778878601,0.525650066440562,0.0962323247590301,0.650937106967426,1,0.971074380165289,0.979338842975207,0.971074380165289,0.322314049586777,1,"90"
"62",0.59265633981089,0.249516278534072,0.652946598247672,0.563672925216456,0.0824997353968459,0.125391295470388,0.87603305785124,0.752066115702479,0.921487603305785,0.975206611570248,0.276859504132231,0.776859504132231,"80"
"63",0.533792754627358,0.157853757635048,0.474670147636302,0.225506668047697,0.58268378549919,0.0981581006120704,0.830578512396694,0.363636363636364,0.834710743801653,0.392561983471074,0.946280991735537,0.640495867768595,"80"
"64",0.427836295619877,0.188320771444731,0.375852577876248,0.264628094761242,0.406248697029923,0.0605398409782209,0.71900826446281,0.5,0.739669421487603,0.528925619834711,0.826446280991736,0.396694214876033,"70"
"65",0.449379203695828,0.121375730946174,0.308042852642054,0.19748130970966,0.636524169824245,0.081629746798249,0.756198347107438,0.198347107438017,0.607438016528926,0.28099173553719,0.975206611570248,0.537190082644628,"70"
"66",0.530153500290259,0.300670154485252,0.42045770433264,0.354553701698927,0.368906645080708,0.0859283044258935,0.818181818181818,0.847107438016529,0.776859504132231,0.809917355371901,0.785123966942149,0.582644628099174,"80"
"67",0.315735406133735,0.207103619026904,0.164286042069929,0.178638136916298,0.407096490307371,0.0810752301618409,0.495867768595041,0.599173553719008,0.334710743801653,0.202479338842975,0.830578512396694,0.528925619834711,"40"
"68",0.288306219743761,0.115705793272452,0.238818520519198,0.1120294246034,0.376612974228918,0.13205372483887,0.454545454545455,0.18595041322314,0.487603305785124,0.0330578512396694,0.797520661157025,0.793388429752066,"40"
"69",0.662817413296122,0.327743487582026,0.69017853934853,0.385586346848009,0.288017573992963,0.143594979122773,0.933884297520661,0.90495867768595,0.933884297520661,0.847107438016529,0.710743801652893,0.834710743801653,"90"
"70",0.476770701981878,0.115512293642354,0.727129399732665,0.196540315010407,0.27815548124447,0.0906088671300551,0.78099173553719,0.181818181818182,0.950413223140496,0.268595041322314,0.694214876033058,0.607438016528926,"70"
"71",0.32449969140283,0.260739963920276,0.372971612128943,0.269119371790735,0.052784811650501,0.10270709127717,0.528925619834711,0.776859504132231,0.731404958677686,0.545454545454545,0.198347107438017,0.661157024793388,"50"
"72",0.730524999433623,0.187338721542234,0.644790613775057,0.394690208709255,0.630308314699443,0.133453805951894,0.962809917355372,0.491735537190083,0.917355371900826,0.859504132231405,0.971074380165289,0.801652892561983,"90"
